Meso-D3,NMP-D3,PreNeural-D3,p0/p1-D3,EarlyVentral-D3,Meso-D3.2,NMP-D3.2,PreNeural-D3.2,p0/p1-D3.2,EarlyVentral-D3.2,Meso-D3.4,NMP-D3.4,PreNeural-D3.4,p0/p1-D3.4,EarlyVentral-D3.4,Meso-D3.6,NMP-D3.6,PreNeural-D3.6,p0/p1-D3.6,EarlyVentral-D3.6,Meso-D3.8,NMP-D3.8,PreNeural-D3.8,p0/p1-D3.8,EarlyVentral-D3.8,Meso-D4,NMP-D4,PreNeural-D4,p0/p1-D4,EarlyVentral-D4
0.05,0.852,0.0,0.0,0.0,0.054,0.654,0.066,0.0,0.0,0.08,0.308,0.224,0.0,0.0,0.128,0.132,0.418,0.034,0.0,0.174,0.054,0.368,0.146,0.0,0.19,0.026,0.228,0.33,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.036,0.0,0.0,0.074,0.286,0.224,0.0,0.0,0.14,0.114,0.402,0.012,0.0,0.162,0.054,0.292,0.138,0.0,0.18,0.016,0.146,0.402,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.708,0.05,0.0,0.0,0.07,0.302,0.2,0.0,0.0,0.13,0.09,0.436,0.03,0.0,0.174,0.03,0.386,0.126,0.0,0.188,0.01,0.21,0.348,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.648,0.058,0.0,0.0,0.08,0.294,0.21,0.0,0.0,0.112,0.094,0.374,0.022,0.002,0.132,0.042,0.272,0.146,0.022,0.146,0.028,0.098,0.402,0.054
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.046,0.0,0.0,0.072,0.258,0.216,0.0,0.0,0.142,0.09,0.412,0.018,0.0,0.168,0.028,0.296,0.132,0.0,0.198,0.01,0.106,0.4,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.07,0.0,0.0,0.066,0.26,0.212,0.0,0.0,0.128,0.066,0.394,0.034,0.004,0.162,0.02,0.332,0.176,0.016,0.182,0.004,0.15,0.362,0.044
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.048,0.0,0.0,0.07,0.292,0.206,0.0,0.0,0.126,0.114,0.428,0.034,0.0,0.166,0.038,0.358,0.172,0.0,0.18,0.016,0.234,0.398,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.648,0.046,0.0,0.0,0.084,0.302,0.202,0.0,0.0,0.148,0.12,0.384,0.036,0.0,0.19,0.046,0.338,0.148,0.0,0.206,0.02,0.176,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.658,0.058,0.0,0.0,0.09,0.334,0.206,0.0,0.0,0.142,0.154,0.396,0.026,0.0,0.17,0.064,0.358,0.134,0.0,0.178,0.026,0.242,0.328,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.06,0.0,0.0,0.058,0.256,0.216,0.0,0.0,0.108,0.08,0.506,0.022,0.0,0.136,0.026,0.426,0.126,0.0,0.146,0.012,0.206,0.38,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.622,0.064,0.0,0.0,0.094,0.262,0.22,0.0,0.0,0.134,0.096,0.452,0.006,0.0,0.15,0.028,0.368,0.106,0.0,0.162,0.004,0.198,0.324,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.056,0.0,0.0,0.062,0.258,0.198,0.0,0.0,0.108,0.068,0.446,0.008,0.0,0.142,0.016,0.3,0.092,0.022,0.148,0.006,0.114,0.334,0.054
0.05,0.852,0.0,0.0,0.0,0.05,0.652,0.062,0.0,0.0,0.066,0.204,0.22,0.0,0.0,0.142,0.05,0.436,0.022,0.002,0.184,0.02,0.276,0.148,0.028,0.19,0.002,0.09,0.382,0.066
0.05,0.852,0.0,0.0,0.0,0.056,0.68,0.056,0.0,0.0,0.074,0.312,0.2,0.0,0.0,0.134,0.114,0.37,0.024,0.0,0.19,0.052,0.318,0.152,0.0,0.208,0.018,0.184,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.622,0.054,0.0,0.0,0.074,0.258,0.238,0.0,0.0,0.108,0.096,0.356,0.026,0.006,0.126,0.03,0.238,0.128,0.044,0.13,0.014,0.102,0.322,0.118
0.05,0.852,0.0,0.0,0.0,0.054,0.664,0.06,0.0,0.0,0.076,0.292,0.204,0.0,0.0,0.14,0.116,0.384,0.032,0.0,0.186,0.042,0.348,0.148,0.0,0.202,0.018,0.208,0.342,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.694,0.058,0.0,0.0,0.066,0.346,0.186,0.0,0.0,0.09,0.12,0.406,0.016,0.0,0.116,0.034,0.322,0.126,0.0,0.128,0.016,0.188,0.388,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.068,0.0,0.0,0.068,0.306,0.244,0.0,0.0,0.104,0.124,0.42,0.024,0.004,0.124,0.056,0.348,0.16,0.016,0.136,0.018,0.198,0.336,0.042
0.05,0.852,0.0,0.0,0.0,0.052,0.772,0.056,0.0,0.0,0.062,0.352,0.136,0.0,0.0,0.118,0.1,0.376,0.028,0.0,0.156,0.042,0.382,0.124,0.0,0.18,0.012,0.186,0.384,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.056,0.0,0.0,0.068,0.316,0.206,0.0,0.0,0.124,0.13,0.4,0.024,0.0,0.162,0.074,0.34,0.14,0.0,0.17,0.026,0.172,0.346,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.728,0.062,0.0,0.0,0.066,0.298,0.19,0.0,0.0,0.104,0.088,0.424,0.014,0.0,0.158,0.032,0.352,0.11,0.0,0.176,0.01,0.168,0.354,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.646,0.046,0.0,0.0,0.076,0.304,0.2,0.0,0.0,0.128,0.13,0.356,0.026,0.002,0.158,0.052,0.23,0.134,0.016,0.174,0.032,0.118,0.372,0.036
0.05,0.852,0.0,0.0,0.0,0.05,0.71,0.06,0.0,0.0,0.064,0.322,0.18,0.0,0.0,0.126,0.116,0.406,0.026,0.0,0.168,0.044,0.378,0.146,0.0,0.182,0.01,0.204,0.378,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.062,0.0,0.0,0.066,0.256,0.212,0.0,0.0,0.124,0.068,0.508,0.018,0.0,0.166,0.02,0.438,0.13,0.0,0.174,0.008,0.23,0.348,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.06,0.0,0.0,0.06,0.32,0.184,0.0,0.0,0.086,0.092,0.398,0.02,0.004,0.102,0.032,0.306,0.126,0.026,0.116,0.004,0.13,0.346,0.078
0.05,0.852,0.0,0.0,0.0,0.05,0.666,0.048,0.0,0.0,0.072,0.268,0.222,0.0,0.0,0.144,0.106,0.424,0.01,0.0,0.19,0.038,0.322,0.114,0.0,0.208,0.016,0.188,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.678,0.064,0.0,0.0,0.064,0.328,0.196,0.0,0.0,0.11,0.134,0.374,0.014,0.002,0.144,0.036,0.314,0.134,0.004,0.166,0.014,0.144,0.338,0.02
0.05,0.852,0.0,0.0,0.0,0.052,0.68,0.062,0.0,0.0,0.07,0.336,0.202,0.002,0.0,0.12,0.124,0.378,0.042,0.0,0.168,0.052,0.31,0.176,0.0,0.2,0.02,0.178,0.396,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.062,0.0,0.0,0.068,0.316,0.194,0.0,0.0,0.1,0.104,0.398,0.026,0.0,0.126,0.024,0.284,0.106,0.02,0.134,0.016,0.134,0.368,0.076
0.05,0.852,0.0,0.0,0.0,0.054,0.656,0.05,0.0,0.0,0.082,0.326,0.198,0.0,0.0,0.13,0.126,0.378,0.038,0.0,0.168,0.058,0.39,0.142,0.0,0.178,0.022,0.266,0.348,0.002
0.05,0.852,0.0,0.0,0.0,0.05,0.6,0.064,0.0,0.0,0.072,0.202,0.228,0.0,0.0,0.148,0.06,0.416,0.016,0.002,0.172,0.014,0.276,0.106,0.034,0.18,0.002,0.084,0.334,0.092
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.05,0.0,0.0,0.076,0.244,0.202,0.0,0.0,0.144,0.078,0.396,0.016,0.0,0.184,0.03,0.322,0.144,0.0,0.198,0.004,0.148,0.36,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.696,0.052,0.0,0.0,0.08,0.272,0.186,0.0,0.0,0.15,0.098,0.408,0.032,0.0,0.188,0.018,0.296,0.144,0.0,0.206,0.008,0.138,0.402,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.708,0.046,0.0,0.0,0.07,0.276,0.188,0.0,0.0,0.122,0.072,0.444,0.002,0.0,0.174,0.022,0.358,0.086,0.004,0.18,0.01,0.154,0.346,0.012
0.05,0.852,0.0,0.0,0.0,0.05,0.722,0.06,0.0,0.0,0.054,0.28,0.186,0.0,0.0,0.106,0.1,0.384,0.02,0.012,0.148,0.034,0.258,0.144,0.028,0.158,0.004,0.104,0.37,0.076
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.062,0.0,0.0,0.078,0.314,0.204,0.0,0.0,0.15,0.13,0.376,0.016,0.0,0.182,0.052,0.288,0.12,0.0,0.208,0.024,0.18,0.352,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.064,0.0,0.0,0.072,0.244,0.196,0.0,0.0,0.13,0.068,0.438,0.024,0.0,0.17,0.032,0.294,0.14,0.0,0.188,0.022,0.114,0.402,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.044,0.0,0.0,0.068,0.236,0.188,0.0,0.0,0.142,0.076,0.424,0.01,0.0,0.168,0.024,0.324,0.122,0.0,0.176,0.002,0.116,0.372,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.052,0.0,0.0,0.066,0.252,0.172,0.0,0.0,0.102,0.062,0.412,0.024,0.012,0.128,0.014,0.276,0.136,0.032,0.13,0.004,0.102,0.368,0.108
0.05,0.852,0.0,0.0,0.0,0.05,0.664,0.058,0.0,0.0,0.064,0.276,0.21,0.0,0.0,0.114,0.08,0.386,0.018,0.0,0.148,0.02,0.248,0.116,0.044,0.164,0.01,0.14,0.3,0.136
0.05,0.852,0.0,0.0,0.0,0.052,0.694,0.052,0.0,0.0,0.058,0.328,0.2,0.0,0.0,0.102,0.128,0.398,0.034,0.0,0.122,0.056,0.328,0.136,0.01,0.132,0.02,0.184,0.364,0.032
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.054,0.0,0.0,0.068,0.248,0.184,0.0,0.0,0.14,0.1,0.378,0.022,0.0,0.158,0.042,0.258,0.116,0.006,0.168,0.02,0.11,0.34,0.038
0.05,0.852,0.0,0.0,0.0,0.052,0.682,0.046,0.0,0.0,0.074,0.306,0.184,0.0,0.0,0.154,0.116,0.396,0.02,0.0,0.192,0.046,0.342,0.104,0.0,0.208,0.02,0.166,0.322,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.626,0.054,0.0,0.0,0.09,0.234,0.22,0.0,0.0,0.158,0.08,0.372,0.032,0.008,0.192,0.028,0.214,0.166,0.052,0.204,0.006,0.098,0.346,0.124
0.05,0.852,0.0,0.0,0.0,0.052,0.648,0.06,0.0,0.0,0.09,0.264,0.224,0.0,0.0,0.158,0.084,0.456,0.014,0.0,0.19,0.02,0.378,0.144,0.0,0.212,0.01,0.222,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.694,0.062,0.0,0.0,0.068,0.334,0.174,0.0,0.0,0.122,0.12,0.388,0.014,0.002,0.16,0.046,0.358,0.106,0.01,0.174,0.014,0.186,0.304,0.03
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.056,0.0,0.0,0.078,0.33,0.222,0.0,0.0,0.142,0.116,0.4,0.018,0.0,0.192,0.04,0.356,0.102,0.0,0.212,0.02,0.194,0.3,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.048,0.0,0.0,0.064,0.27,0.196,0.0,0.0,0.14,0.074,0.452,0.024,0.0,0.182,0.026,0.436,0.118,0.0,0.188,0.01,0.258,0.35,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.68,0.058,0.0,0.0,0.078,0.356,0.186,0.0,0.0,0.138,0.142,0.392,0.022,0.0,0.19,0.076,0.374,0.12,0.0,0.212,0.03,0.22,0.342,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.684,0.058,0.0,0.0,0.062,0.34,0.206,0.0,0.0,0.096,0.116,0.41,0.008,0.0,0.124,0.058,0.388,0.102,0.0,0.132,0.022,0.21,0.332,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.654,0.052,0.0,0.0,0.068,0.21,0.228,0.0,0.0,0.116,0.054,0.424,0.024,0.004,0.156,0.018,0.296,0.178,0.022,0.162,0.004,0.096,0.384,0.068
0.05,0.852,0.0,0.0,0.0,0.05,0.632,0.054,0.0,0.0,0.09,0.28,0.242,0.0,0.0,0.148,0.1,0.432,0.026,0.0,0.174,0.038,0.348,0.13,0.0,0.18,0.01,0.194,0.378,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.062,0.0,0.0,0.06,0.3,0.224,0.0,0.0,0.086,0.104,0.418,0.028,0.002,0.094,0.038,0.31,0.162,0.018,0.102,0.016,0.144,0.398,0.082
0.05,0.852,0.0,0.0,0.0,0.052,0.6,0.05,0.0,0.0,0.102,0.264,0.22,0.0,0.0,0.152,0.096,0.38,0.016,0.006,0.192,0.042,0.282,0.142,0.026,0.206,0.012,0.142,0.344,0.034
0.05,0.852,0.0,0.0,0.0,0.052,0.694,0.06,0.0,0.0,0.056,0.346,0.214,0.0,0.0,0.07,0.134,0.386,0.018,0.006,0.086,0.048,0.294,0.132,0.044,0.09,0.02,0.138,0.332,0.104
0.05,0.852,0.0,0.0,0.0,0.052,0.662,0.046,0.0,0.0,0.07,0.316,0.2,0.0,0.0,0.12,0.108,0.356,0.014,0.0,0.144,0.034,0.3,0.134,0.0,0.152,0.016,0.136,0.392,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.67,0.04,0.0,0.0,0.086,0.294,0.156,0.0,0.0,0.144,0.1,0.35,0.016,0.0,0.19,0.028,0.244,0.122,0.024,0.22,0.002,0.096,0.334,0.064
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.058,0.0,0.0,0.066,0.252,0.21,0.0,0.0,0.128,0.052,0.452,0.014,0.004,0.172,0.016,0.366,0.102,0.014,0.178,0.006,0.17,0.302,0.032
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.042,0.0,0.0,0.086,0.284,0.206,0.0,0.0,0.158,0.1,0.408,0.014,0.0,0.196,0.032,0.36,0.128,0.0,0.208,0.016,0.21,0.338,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.73,0.056,0.0,0.0,0.072,0.312,0.15,0.0,0.0,0.134,0.124,0.406,0.026,0.0,0.17,0.052,0.362,0.128,0.0,0.182,0.014,0.204,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.668,0.052,0.0,0.0,0.068,0.254,0.222,0.0,0.0,0.136,0.108,0.424,0.014,0.0,0.144,0.038,0.302,0.168,0.0,0.164,0.02,0.136,0.414,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.686,0.066,0.0,0.0,0.056,0.288,0.204,0.0,0.0,0.098,0.11,0.46,0.028,0.0,0.13,0.04,0.384,0.152,0.0,0.14,0.008,0.18,0.406,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.66,0.044,0.0,0.0,0.074,0.292,0.208,0.0,0.0,0.136,0.12,0.384,0.01,0.0,0.18,0.052,0.274,0.11,0.0,0.198,0.018,0.15,0.358,0.002
0.05,0.852,0.0,0.0,0.0,0.054,0.67,0.07,0.0,0.0,0.076,0.238,0.198,0.0,0.0,0.144,0.084,0.44,0.03,0.002,0.162,0.022,0.32,0.148,0.026,0.172,0.006,0.16,0.362,0.082
0.05,0.852,0.0,0.0,0.0,0.05,0.674,0.048,0.0,0.0,0.078,0.254,0.19,0.0,0.0,0.162,0.1,0.412,0.018,0.004,0.198,0.034,0.334,0.104,0.008,0.21,0.008,0.166,0.31,0.016
0.05,0.852,0.0,0.0,0.0,0.052,0.65,0.054,0.0,0.0,0.082,0.294,0.2,0.0,0.0,0.14,0.096,0.408,0.008,0.0,0.17,0.024,0.35,0.086,0.008,0.192,0.01,0.182,0.264,0.026
0.05,0.852,0.0,0.0,0.0,0.05,0.63,0.066,0.0,0.0,0.064,0.258,0.25,0.0,0.0,0.118,0.102,0.426,0.016,0.0,0.146,0.032,0.318,0.154,0.0,0.156,0.012,0.154,0.39,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.68,0.044,0.0,0.0,0.082,0.288,0.18,0.0,0.0,0.15,0.088,0.416,0.022,0.0,0.216,0.028,0.376,0.114,0.0,0.238,0.012,0.212,0.298,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.042,0.0,0.0,0.08,0.28,0.186,0.0,0.0,0.14,0.1,0.388,0.02,0.0,0.178,0.026,0.26,0.152,0.0,0.194,0.012,0.132,0.402,0.014
0.05,0.852,0.0,0.0,0.0,0.05,0.69,0.062,0.0,0.0,0.07,0.314,0.19,0.0,0.0,0.138,0.12,0.38,0.022,0.0,0.192,0.04,0.32,0.146,0.0,0.224,0.022,0.178,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.686,0.058,0.0,0.0,0.074,0.312,0.192,0.0,0.0,0.132,0.114,0.404,0.022,0.0,0.2,0.03,0.364,0.116,0.0,0.24,0.012,0.194,0.35,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.69,0.056,0.0,0.0,0.072,0.27,0.184,0.0,0.0,0.132,0.128,0.38,0.024,0.004,0.174,0.046,0.22,0.136,0.02,0.196,0.01,0.134,0.366,0.048
0.05,0.852,0.0,0.0,0.0,0.052,0.662,0.046,0.0,0.0,0.088,0.278,0.176,0.0,0.0,0.176,0.11,0.36,0.018,0.006,0.214,0.042,0.214,0.112,0.044,0.238,0.014,0.11,0.296,0.098
0.05,0.852,0.0,0.0,0.0,0.05,0.614,0.062,0.0,0.0,0.09,0.268,0.226,0.004,0.0,0.146,0.116,0.384,0.038,0.006,0.188,0.03,0.312,0.156,0.022,0.198,0.014,0.196,0.342,0.048
0.05,0.852,0.0,0.0,0.0,0.052,0.656,0.05,0.0,0.0,0.072,0.274,0.182,0.0,0.0,0.138,0.094,0.33,0.006,0.014,0.172,0.026,0.212,0.114,0.042,0.18,0.012,0.102,0.302,0.108
0.05,0.852,0.0,0.0,0.0,0.054,0.614,0.066,0.0,0.0,0.086,0.23,0.204,0.002,0.0,0.164,0.08,0.374,0.042,0.018,0.204,0.018,0.26,0.182,0.048,0.224,0.008,0.104,0.372,0.088
0.05,0.852,0.0,0.0,0.0,0.05,0.69,0.062,0.0,0.0,0.066,0.262,0.182,0.0,0.0,0.114,0.08,0.456,0.032,0.004,0.142,0.026,0.326,0.152,0.006,0.154,0.004,0.164,0.406,0.032
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.038,0.0,0.0,0.068,0.236,0.178,0.0,0.0,0.158,0.068,0.414,0.01,0.0,0.196,0.02,0.298,0.114,0.0,0.22,0.008,0.078,0.36,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.696,0.042,0.0,0.0,0.062,0.3,0.156,0.0,0.0,0.128,0.116,0.4,0.02,0.0,0.156,0.04,0.274,0.122,0.0,0.168,0.018,0.114,0.37,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.058,0.0,0.0,0.08,0.308,0.208,0.0,0.0,0.148,0.144,0.422,0.026,0.0,0.184,0.052,0.374,0.126,0.0,0.212,0.022,0.238,0.296,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.612,0.058,0.0,0.0,0.064,0.184,0.242,0.0,0.0,0.12,0.054,0.412,0.022,0.008,0.146,0.018,0.212,0.13,0.038,0.154,0.008,0.064,0.368,0.116
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.056,0.0,0.0,0.066,0.288,0.266,0.0,0.0,0.094,0.114,0.402,0.024,0.002,0.112,0.038,0.288,0.16,0.028,0.12,0.012,0.162,0.38,0.078
0.05,0.852,0.0,0.0,0.0,0.05,0.74,0.064,0.0,0.0,0.06,0.304,0.136,0.0,0.0,0.108,0.07,0.406,0.032,0.0,0.162,0.024,0.35,0.132,0.0,0.184,0.008,0.106,0.414,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.644,0.052,0.0,0.0,0.078,0.274,0.198,0.0,0.0,0.156,0.106,0.402,0.024,0.0,0.2,0.04,0.3,0.116,0.0,0.218,0.016,0.158,0.364,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.67,0.06,0.0,0.0,0.056,0.298,0.212,0.0,0.0,0.104,0.106,0.426,0.004,0.006,0.124,0.03,0.322,0.104,0.042,0.142,0.014,0.18,0.274,0.1
0.05,0.852,0.0,0.0,0.0,0.052,0.642,0.056,0.0,0.0,0.066,0.274,0.242,0.0,0.0,0.11,0.074,0.436,0.026,0.0,0.144,0.036,0.386,0.158,0.0,0.16,0.024,0.182,0.396,0.0
0.05,0.852,0.0,0.0,0.0,0.054,0.66,0.046,0.0,0.0,0.094,0.266,0.208,0.0,0.0,0.154,0.1,0.42,0.022,0.0,0.18,0.026,0.336,0.126,0.0,0.198,0.008,0.194,0.348,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.626,0.054,0.0,0.0,0.084,0.28,0.202,0.0,0.0,0.134,0.124,0.362,0.018,0.0,0.17,0.042,0.256,0.144,0.002,0.194,0.02,0.114,0.366,0.014
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.058,0.0,0.0,0.07,0.238,0.16,0.0,0.0,0.14,0.082,0.374,0.018,0.0,0.168,0.026,0.236,0.116,0.008,0.178,0.004,0.082,0.382,0.028
0.05,0.852,0.0,0.0,0.0,0.052,0.682,0.056,0.0,0.0,0.068,0.24,0.2,0.0,0.0,0.116,0.086,0.454,0.018,0.0,0.152,0.028,0.302,0.116,0.0,0.16,0.006,0.134,0.394,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.668,0.042,0.0,0.0,0.072,0.252,0.182,0.0,0.0,0.136,0.092,0.406,0.01,0.0,0.176,0.036,0.348,0.114,0.0,0.186,0.01,0.13,0.292,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.672,0.066,0.0,0.0,0.062,0.304,0.226,0.0,0.0,0.098,0.12,0.402,0.024,0.006,0.126,0.046,0.328,0.11,0.036,0.132,0.012,0.186,0.33,0.082
0.05,0.852,0.0,0.0,0.0,0.05,0.714,0.068,0.0,0.0,0.054,0.306,0.206,0.0,0.0,0.102,0.12,0.418,0.034,0.0,0.14,0.034,0.378,0.15,0.0,0.148,0.01,0.24,0.372,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.052,0.0,0.0,0.088,0.282,0.21,0.0,0.0,0.16,0.086,0.394,0.028,0.0,0.22,0.034,0.328,0.164,0.0,0.234,0.008,0.178,0.38,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.656,0.056,0.0,0.0,0.072,0.26,0.216,0.0,0.0,0.124,0.08,0.464,0.016,0.0,0.152,0.016,0.354,0.118,0.0,0.16,0.006,0.18,0.368,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.058,0.0,0.0,0.058,0.31,0.23,0.0,0.0,0.106,0.106,0.44,0.02,0.0,0.13,0.032,0.364,0.124,0.0,0.146,0.016,0.202,0.358,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.65,0.04,0.0,0.0,0.072,0.276,0.208,0.0,0.0,0.12,0.11,0.382,0.012,0.002,0.148,0.034,0.246,0.108,0.008,0.156,0.012,0.112,0.354,0.022
0.05,0.852,0.0,0.0,0.0,0.05,0.63,0.056,0.0,0.0,0.078,0.27,0.244,0.0,0.0,0.132,0.1,0.368,0.014,0.002,0.156,0.04,0.218,0.114,0.038,0.17,0.024,0.108,0.336,0.1
0.05,0.852,0.0,0.0,0.0,0.052,0.646,0.058,0.0,0.0,0.076,0.19,0.204,0.0,0.0,0.156,0.052,0.448,0.018,0.006,0.194,0.02,0.26,0.13,0.03,0.2,0.004,0.066,0.388,0.078
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.056,0.0,0.0,0.068,0.27,0.218,0.0,0.0,0.118,0.096,0.448,0.014,0.0,0.15,0.038,0.322,0.134,0.0,0.158,0.02,0.162,0.402,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.676,0.044,0.0,0.0,0.072,0.264,0.192,0.0,0.0,0.134,0.09,0.424,0.012,0.0,0.182,0.032,0.324,0.076,0.0,0.196,0.006,0.13,0.316,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.058,0.0,0.0,0.078,0.26,0.206,0.0,0.0,0.146,0.088,0.47,0.01,0.0,0.174,0.032,0.392,0.1,0.0,0.196,0.01,0.194,0.322,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.658,0.042,0.0,0.0,0.076,0.26,0.19,0.0,0.0,0.148,0.086,0.432,0.006,0.0,0.184,0.036,0.342,0.11,0.0,0.194,0.012,0.174,0.314,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.642,0.048,0.0,0.0,0.07,0.224,0.206,0.0,0.0,0.128,0.08,0.408,0.02,0.008,0.16,0.03,0.262,0.122,0.05,0.178,0.006,0.082,0.346,0.122
0.05,0.852,0.0,0.0,0.0,0.052,0.664,0.058,0.0,0.0,0.064,0.304,0.23,0.0,0.0,0.118,0.114,0.438,0.018,0.0,0.154,0.05,0.38,0.122,0.0,0.17,0.028,0.206,0.314,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.662,0.052,0.0,0.0,0.074,0.298,0.2,0.0,0.0,0.112,0.138,0.392,0.026,0.0,0.14,0.052,0.3,0.152,0.004,0.152,0.024,0.154,0.378,0.008
0.05,0.852,0.0,0.0,0.0,0.05,0.738,0.046,0.0,0.0,0.068,0.36,0.144,0.0,0.0,0.118,0.112,0.344,0.022,0.002,0.18,0.024,0.31,0.128,0.006,0.21,0.004,0.14,0.36,0.018
0.05,0.852,0.0,0.0,0.0,0.05,0.688,0.068,0.0,0.0,0.062,0.31,0.212,0.0,0.0,0.116,0.114,0.458,0.024,0.0,0.144,0.026,0.412,0.122,0.0,0.164,0.008,0.302,0.344,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.682,0.056,0.0,0.0,0.076,0.298,0.21,0.0,0.0,0.134,0.124,0.452,0.026,0.0,0.162,0.054,0.412,0.13,0.0,0.176,0.02,0.268,0.338,0.0
0.05,0.852,0.0,0.0,0.0,0.052,0.674,0.064,0.0,0.0,0.066,0.24,0.196,0.0,0.0,0.11,0.076,0.482,0.026,0.0,0.128,0.024,0.38,0.1,0.024,0.138,0.008,0.18,0.33,0.052
0.05,0.852,0.0,0.0,0.0,0.05,0.692,0.054,0.0,0.0,0.066,0.286,0.184,0.0,0.0,0.094,0.078,0.414,0.018,0.0,0.11,0.02,0.312,0.132,0.006,0.122,0.006,0.14,0.364,0.026
0.05,0.852,0.0,0.0,0.0,0.052,0.716,0.058,0.0,0.0,0.064,0.278,0.172,0.0,0.0,0.126,0.076,0.432,0.022,0.0,0.168,0.026,0.376,0.128,0.0,0.19,0.006,0.184,0.392,0.0
0.05,0.852,0.0,0.0,0.0,0.05,0.704,0.064,0.0,0.0,0.062,0.318,0.218,0.0,0.0,0.09,0.128,0.428,0.022,0.0,0.11,0.048,0.332,0.134,0.002,0.128,0.01,0.166,0.382,0.012
0.05,0.852,0.0,0.0,0.0,0.05,0.64,0.048,0.0,0.0,0.082,0.27,0.254,0.0,0.0,0.136,0.086,0.448,0.02,0.0,0.168,0.046,0.362,0.142,0.0,0.182,0.022,0.172,0.38,0.002
